job_key,job_title,company,status,application_stage,date_applied,follow_up,last_updated,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,apply_url,source_email_url,job_link,notes
"sales operations analyst / salesforce / ai|motion recruitment|san francisco, ca remote",Sales Operations Analyst / Salesforce / AI,Motion Recruitment,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432443602/?trackingId=ektLuQgEvPXJA%2BIog0YCCA%3D%3D&refId=M3od9y5TzO30klEINgbRTg%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BsaxMI4GkRiG13ptkGD5jmw%3D%3D&midToken=AQEueGkJOVadGg&midSig=0AWunTRFciiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4432443602_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4432443602_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv-null-e8kqnz~mqtzsmup~dv-null-null&eid=e8kqnz-mqtzsmup-dv&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4ZWM4ZDA0MTkxYTk4OTYxNzljMzA2Njk0NjUyNTVmMWY3ZGY4YWIxMTFkNWQ5ZWI3ZDg4MDM5ZmU1NmE0MDFmZjc5OWYwOTRiZGM0NzE2NjZlMzcsMSwx,https://mail.google.com/mail/u/0/#all/19f009b3e706f97c,https://www.linkedin.com/comm/jobs/view/4432443602/?trackingId=ektLuQgEvPXJA%2BIog0YCCA%3D%3D&refId=M3od9y5TzO30klEINgbRTg%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BsaxMI4GkRiG13ptkGD5jmw%3D%3D&midToken=AQEueGkJOVadGg&midSig=0AWunTRFciiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4432443602_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4432443602_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv-null-e8kqnz~mqtzsmup~dv-null-null&eid=e8kqnz-mqtzsmup-dv&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4ZWM4ZDA0MTkxYTk4OTYxNzljMzA2Njk0NjUyNTVmMWY3ZGY4YWIxMTFkNWQ5ZWI3ZDg4MDM5ZmU1NmE0MDFmZjc5OWYwOTRiZGM0NzE2NjZlMzcsMSwx,
"revenue operations analyst|auris|oklahoma city, ok",Revenue Operations Analyst,Auris,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432457064/?trackingId=pl1XAbCVz5HBJoPuEKPrhA%3D%3D&refId=M3od9y5TzO30klEINgbRTg%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BsaxMI4GkRiG13ptkGD5jmw%3D%3D&midToken=AQEueGkJOVadGg&midSig=0AWunTRFciiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432457064_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432457064_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv-null-e8kqnz~mqtzsmup~dv-null-null&eid=e8kqnz-mqtzsmup-dv&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4ZWM4ZDA0MTkxYTk4OTYxNzljMzA2Njk0NjUyNTVmMWY3ZGY4YWIxMTFkNWQ5ZWI3ZDg4MDM5ZmU1NmE0MDFmZjc5OWYwOTRiZGM0NzE2NjZlMzcsMSwx,https://mail.google.com/mail/u/0/#all/19f009b3e706f97c,https://www.linkedin.com/comm/jobs/view/4432457064/?trackingId=pl1XAbCVz5HBJoPuEKPrhA%3D%3D&refId=M3od9y5TzO30klEINgbRTg%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BsaxMI4GkRiG13ptkGD5jmw%3D%3D&midToken=AQEueGkJOVadGg&midSig=0AWunTRFciiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432457064_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432457064_ssid_15916294228_fmid_e8kqnz~mqtzsmup~dv-null-e8kqnz~mqtzsmup~dv-null-null&eid=e8kqnz-mqtzsmup-dv&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4ZWM4ZDA0MTkxYTk4OTYxNzljMzA2Njk0NjUyNTVmMWY3ZGY4YWIxMTFkNWQ5ZWI3ZDg4MDM5ZmU1NmE0MDFmZjc5OWYwOTRiZGM0NzE2NjZlMzcsMSwx,
"procurement specialist|partssource|minnetonka, mn on site",Procurement Specialist,PartsSource Inc.,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432432920/?trackingId=eVDFDZG1UlwFoJtgxvYciQ%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4432432920_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4432432920_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,https://mail.google.com/mail/u/0/#all/19f002d53c506e28,https://www.linkedin.com/comm/jobs/view/4432432920/?trackingId=eVDFDZG1UlwFoJtgxvYciQ%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4432432920_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4432432920_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,
"inventory specialist i|fairview health services|maplewood, mn",Inventory Specialist I,Fairview Health Services,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431431050/?trackingId=mcZAeqlPSYrBZqLNi43w%2Bw%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4431431050_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4431431050_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,https://mail.google.com/mail/u/0/#all/19f002d53c506e28,https://www.linkedin.com/comm/jobs/view/4431431050/?trackingId=mcZAeqlPSYrBZqLNi43w%2Bw%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4431431050_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4431431050_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,
"production planner|dalsin industries|bloomington, mn on site",Production Planner,Dalsin Industries,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431264881/?trackingId=R9dG1EXyraEh5cyz8Qrlug%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431264881_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431264881_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,https://mail.google.com/mail/u/0/#all/19f002d53c506e28,https://www.linkedin.com/comm/jobs/view/4431264881/?trackingId=R9dG1EXyraEh5cyz8Qrlug%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431264881_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431264881_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,
"inventory coordinator (1st shift)|cardinal health|champlin, mn",Inventory Coordinator (1st shift),Cardinal Health,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4419225568/?trackingId=jrHxyQarZ5A8Bwpd%2FK4OSA%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4419225568_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4419225568_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,https://mail.google.com/mail/u/0/#all/19f002d53c506e28,https://www.linkedin.com/comm/jobs/view/4419225568/?trackingId=jrHxyQarZ5A8Bwpd%2FK4OSA%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4419225568_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4419225568_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,
"customer service representative|abbott|st paul, mn",Customer Service Representative II,Abbott,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432451846/?trackingId=ivzQYfTKNGqKTVd7PxzuqA%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432451846_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432451846_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,https://mail.google.com/mail/u/0/#all/19f002d53c506e28,https://www.linkedin.com/comm/jobs/view/4432451846/?trackingId=ivzQYfTKNGqKTVd7PxzuqA%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432451846_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432451846_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,
"shipping scheduler - office hours|nvent|blaine, mn on site",Shipping Scheduler - Office Hours,nVent,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432275927/?trackingId=2Sftk%2B54VOFu5iyE7A%2FDLg%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432275927_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432275927_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,https://mail.google.com/mail/u/0/#all/19f002d53c506e28,https://www.linkedin.com/comm/jobs/view/4432275927/?trackingId=2Sftk%2B54VOFu5iyE7A%2FDLg%3D%3D&refId=tZtX8A4XmMUi8yXyA%2BbtTw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdIDijjz9S3GkI2Mtkhb5rw%3D%3D&midToken=AQEueGkJOVadGg&midSig=3rMDXBKjOqiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432275927_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432275927_ssid_15701694044_fmid_e8kqnz~mqtviba1~4o-null-e8kqnz~mqtviba1~4o-null-null&eid=e8kqnz-mqtviba1-4o&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjU4YmNkZDk0Nzk4YWM4ZTYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhMmI0NzJhZGUzODA2ZTljMTViM2ZjNDQ5NTYwMjQ4OTQ0MjQ0ODc0NjAzYzFjOWQsMSwx,
salesforce admin jobs remote|work from home|logo,Salesforce admin jobs remote,Work from home,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
hubspot:salesforce admin (immediate need)|upwork|us,HubSpot:Salesforce Admin (Immediate Need),Upwork,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
"senior salesforce admin — health cloud lead; remote|behavioral health practice services|kahului, hi, us",Senior Salesforce Admin — Health Cloud Lead; Remote,BEHAVIORAL HEALTH PRACTICE SERVICES LLC.,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
[remote] principal platform engineer (lead salesforce admin) job details ||aflac incorporated|2 halvolink,[Remote] Principal Platform Engineer (Lead Salesforce Admin) Job Details |,"Aflac, Incorporated",Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
salesforce developer- remote@ michigan|2 halvolink|south africa,Salesforce Developer- REMOTE@ Michigan,2.halvolink,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
[remote] associate salesforce admin|hirevista|nigeria,[Remote] Associate Salesforce Admin,hirevista,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
salesforce developer/administrator|quickswoop|germany,Salesforce Developer/Administrator,Quickswoop,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
senior salesforce solutions architect|2 halvolink|germany,Senior Salesforce Solutions Architect,2.halvolink,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
"salesforce administrator, collections & servicing|quickswoop|south africa","SalesForce Administrator, Collections & Servicing",Quickswoop,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
salesforce software developer|2 halvolink|canada,Salesforce Software Developer,2.halvolink,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
"senior salesforce developer / nyc, ny- remote- 12 months contract|hirevista|australia","Senior Salesforce developer / NYC, NY- remote- 12 months Contract",hirevista,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
salesforce admin jobs remote|work from home|hubspot salesforce admin immediate need,Salesforce admin jobs remote,Work from home,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
"[remote] principal platform engineer (lead salesforce admin) job details | aflac, incorporated|2 halvolink|netherlands","[Remote] Principal Platform Engineer (Lead Salesforce Admin) Job Details | Aflac, Incorporated",2.halvolink,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f000cb6429c46c,,
crm administrator remote|work from home|g,Crm administrator remote,Work from home,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
leads administrator|gtn technical staffing|us,Leads Administrator,GTN Technical Staffing,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
operations administrator – crm & vendor management|quickswoop|netherlands,Operations Administrator – CRM & Vendor Management,Quickswoop,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
microsoft 365 and crm setup for sales team|upwork|us,Microsoft 365 and CRM Setup for Sales Team,Upwork,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
copy of crm consultant (creatio)|net at work|via ladders,Copy of CRM Consultant (Creatio),Net at Work,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
[remote] crm / retention manager (email & sms)|hirevista|kenya,[Remote] CRM / Retention Manager (Email & SMS),hirevista,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
"crm specialist, e-commerce (remote)|remotepromsp|us","CRM Specialist, E-Commerce (Remote)",remotepromsp,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
salesforce admin – united states – remote|hirevista|south africa,Salesforce Admin – United States – Remote,hirevista,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
hubspot crm manager|hirevista|australia,HubSpot CRM Manager,hirevista,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
customer relationship management analyst|vmysmartpros|us,Customer Relationship Management Analyst II,vmysmartpros,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0005b7fe8ee9f,,
"business process analyst, systems engineering|fivetran|denver, co hybrid","Business Process Analyst, Systems Engineering",Fivetran,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4422609092/?trackingId=pGocGALtBDKCMRxOZuu2pA%3D%3D&refId=1RtXRdj6XXWKlm0gOC1ZVQ%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BIPflYn26Q1Gia%2FTCYIqJyQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0XISufhXEyiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4422609092_ssid_15895669172_fmid_e8kqnz~mqtr7zz4~rc&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4422609092_ssid_15895669172_fmid_e8kqnz~mqtr7zz4~rc-null-e8kqnz~mqtr7zz4~rc-null-null&eid=e8kqnz-mqtr7zz4-rc&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjQ4OGNjZDE0Nzk5YWY4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkM2ZlMGZkYWM3ZmU1ZTg2ZmQ5NTcxYTMxY2VlNThhMDhmY2M0YTJiODkxNmE1NmQsMSwx,https://mail.google.com/mail/u/0/#all/19effbfbef3ae91e,https://www.linkedin.com/comm/jobs/view/4422609092/?trackingId=pGocGALtBDKCMRxOZuu2pA%3D%3D&refId=1RtXRdj6XXWKlm0gOC1ZVQ%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BIPflYn26Q1Gia%2FTCYIqJyQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0XISufhXEyiIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4422609092_ssid_15895669172_fmid_e8kqnz~mqtr7zz4~rc&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4422609092_ssid_15895669172_fmid_e8kqnz~mqtr7zz4~rc-null-e8kqnz~mqtr7zz4~rc-null-null&eid=e8kqnz-mqtr7zz4-rc&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjQ4OGNjZDE0Nzk5YWY4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkM2ZlMGZkYWM3ZmU1ZTg2ZmQ5NTcxYTMxY2VlNThhMDhmY2M0YTJiODkxNmE1NmQsMSwx,
